 db  | insee |                 name                  | idvoie  |    cea     | l5_insee | delta 
 RAN | 14371 | LE PLATIS                             |  204002 | 1437122237 | 14371    | !
 BAN | 14371 | LE PONTALLERY                         |         |            | 14371    | !
 RAN | 14371 | LE PONTALLERY                         | 2843708 | 144182224I | 14418    | !
 BAN | 14371 | LE PRESSOIR                           |         |            | 14371    | !
 RAN | 14371 | LE PRESSOIR                           |  201971 | 1433022232 | 14330    | !
 RAN | 14371 | LE PRESSOIR                           |  205409 | 1442022234 | 14420    | !
 BAN | 14371 | LE PRIEURE                            |         |            | 14371    | !
 RAN | 14371 | LE PRIEURE                            |  205179 | 144142222P | 14414    | !
 BAN | 14371 | LES AUNES                             |         |            | 14371    | !
 RAN | 14371 | LES AUNES                             |  211684 | 146382222T | 14638    | !
 BAN | 14371 | LES BRUYERES                          |         |            | 14371    | !
 RAN | 14371 | LES BRUYERES                          |  198387 | 142102222L | 14210    | !
 RAN | 14371 | LES BRUYERES                          |  206777 | 144712224E | 14471    | !
 RAN | 14371 | LES BRUYERES                          |  205630 | 144292223C | 14429    | !
 BAN | 14371 | LES COUTURES                          |         |            | 14371    | !
 RAN | 14371 | LES COUTURES                          |  206495 | 144592222H | 14459    | !
 RAN | 14371 | LES COUTURES                          |  205351 | 144182223S | 14418    | !
 BAN | 14371 | LES FOUGERES                          |         |            | 14371    | !
 RAN | 14371 | LES FOUGERES                          |  196697 | 141552222Y | 14155    | !
 BAN | 14371 | MOULIN DE LA PIPARDIERE               |         |            | 14371    | !
 RAN | 14371 | MOULIN DE LA PIPARDIERE               |  211591 | 146342223A | 14634    | !
 BAN | 14422 | COUR D ANNEVILLE                      |         |            | 14422    | !
 RAN | 14422 | COUR D ANNEVILLE                      |  211014 | 144222224H | 14617    | !
 BAN | 14422 | LA COUR BOURDON                       |         |            | 14422    | !
 RAN | 14422 | LA COUR BOURDON                       |  209416 | 144222224A | 14567    | !
 BAN | 14422 | LA GROTTE                             |         |            | 14422    | !
 RAN | 14422 | LA GROTTE                             |  199170 | 144222222A | 14233    | !
 BAN | 14422 | LE BOURG                              |         |            | 14422    | !
 RAN | 14422 | LE BOURG                              | 3437384 | 144222226N | 14567    | !
 BAN | 14422 | L EGLISE                              |         |            | 14422    | !
 RAN | 14422 | L EGLISE                              |  199167 | 1442222226 | 14233    | !
 BAN | 14422 | PONT DES ACACIAS                      |         |            | 14422    | !
 RAN | 14422 | PONT DES ACACIAS                      | 3438130 | 144222226Y | 14233    | !
 BAN | 14570 | LE BOURG                              |         |            | 14570    | !
 RAN | 14570 | LE BOURG                              |  211880 | 146472222E | 14647    | !
 RAN | 14570 | LE BOURG                              | 4199317 | 145992223G | 14599    | !
 RAN | 14570 | LE BOURG                              |  196661 | 141542222I | 14154    | !
 RAN | 14570 | LE BOURG                              |  213118 | 1469322223 | 14693    | !
 BAN | 14570 | LE CALVAIRE                           |         |            | 14570    | !
 RAN | 14570 | LE CALVAIRE                           | 4198094 | 145992223B | 14599    | !
 RAN | 14570 | LE CALVAIRE                           |  211882 | 146472222H | 14647    | !
 BAN | 14570 | LES ECORCHEVILLES                     |         |            | 14570    | !
 RAN | 14570 | LES ECORCHEVILLES                     |  213124 | 146932222B | 14693    | !
 RAN | 14570 | LES ECORCHEVILLES                     |  209446 | 1457022223 | 14570    | !
 BAN | 14570 | LES MARES                             |         |            | 14570    | !
 RAN | 14570 | LES MARES                             |  213127 | 146932222G | 14693    | !
 RAN | 14570 | LES MARES                             |  196669 | 141542222U | 14154    | !
 BAN | 14689 | LA MALADRERIE                         |         |            | 14689    | !
 RAN | 14689 | LA MALADRERIE                         |  201594 | 143242222E | 14324    | !
 BAN | 14689 | ROUTE DE CAEN                         |         |            | 14689    | !
 RAN | 14689 | ROUTE DE CAEN                         | 4468393 | 143242223C | 14324    | !
 BAN | 14689 | RUE DE L EGLISE                       |         |            | 14689    | !
 RAN | 14689 | RUE DE L EGLISE                       | 4513600 | 143242223V | 14324    | !
 BAN | 14697 | COUR DE LA MAISON                     |         |            | 14697    | !
 RAN | 14697 | COUR DE LA MAISON                     | 2225910 | 14697222AC | 14067    | !
 BAN | 14697 | COUR FONTAINE                         |         |            | 14697    | !
 RAN | 14697 | COUR FONTAINE                         |  216002 | 146972229L | 14902    | !
 BAN | 14697 | COUR PERRINE                          |         |            | 14697    | !
 RAN | 14697 | COUR PERRINE                          |  193212 | 1469722234 | 14067    | !
 BAN | 14697 | COURVILLE                             |         |            | 14697    | !
 RAN | 14697 | COURVILLE                             |  216003 | 146972229M | 14902    | !
 BAN | 14697 | HOULBEC                               |         |            | 14697    | !
 RAN | 14697 | HOULBEC                               |  199187 | 146972223R | 14234    | !
 BAN | 14697 | LA BERGERIE                           |         |            | 14697    | !
 RAN | 14697 | LA BERGERIE                           | 2226582 | 14697222AH | 14447    | !
 BAN | 14697 | LA BIDELLERIE                         |         |            | 14697    | !
 RAN | 14697 | LA BIDELLERIE                         |  206797 | 146972227L | 14472    | !
 BAN | 14697 | LA BIGOURDERIE                        |         |            | 14697    | !
 RAN | 14697 | LA BIGOURDERIE                        |  206798 | 146972227M | 14472    | !
 BAN | 14697 | LA BILLETTE                           |         |            | 14697    | !
 RAN | 14697 | LA BILLETTE                           |  201353 | 146972224S | 14314    | !
 BAN | 14697 | LA CHAUVINIERE                        |         |            | 14697    | !
 RAN | 14697 | LA CHAUVINIERE                        |  216005 | 146972229P | 14902    | !
 BAN | 14697 | LA CHOUQUERIE                         |         |            | 14697    | !
 RAN | 14697 | LA CHOUQUERIE                         |  216006 | 146972229R | 14902    | !
 BAN | 14697 | LA COTE                               |         |            | 14697    | !
 RAN | 14697 | LA COTE                               |  199188 | 146972223S | 14234    | !
 BAN | 14697 | LA COUR                               |         |            | 14697    | !
 RAN | 14697 | LA COUR                               |  199189 | 146972223T | 14234    | !
 BAN | 14697 | LA CRIERE                             |         |            | 14697    | !
 RAN | 14697 | LA CRIERE                             |  199191 | 146972223V | 14234    | !
 BAN | 14697 | LA CROIX BLANCHE                      |         |            | 14697    | !
 RAN | 14697 | LA CROIX BLANCHE                      |  201354 | 146972224T | 14314    | !
 BAN | 14697 | LA FISTIERE                           |         |            | 14697    | !
 RAN | 14697 | LA FISTIERE                           |  206242 | 146972226T | 14447    | !
 BAN | 14697 | LA FRESNEE                            |         |            | 14697    | !
 RAN | 14697 | LA FRESNEE                            |  191516 | 146972222B | 14010    | !
 BAN | 14697 | LA GRANCHETTE                         |         |            | 14697    | !
 RAN | 14697 | LA GRANCHETTE                         |  199192 | 146972223X | 14234    | !
 BAN | 14697 | LA HAYE D ECOTS                       |         |            | 14697    | !
 RAN | 14697 | LA HAYE D ECOTS                       |  199193 | 146972223Y | 14234    | !
 BAN | 14697 | LA HOGUETTE                           |         |            | 14697    | !
 RAN | 14697 | LA HOGUETTE                           |  206243 | 146972226U | 14447    | !
 BAN | 14697 | LA HOUSSAYE                           |         |            | 14697    | !
 RAN | 14697 | LA HOUSSAYE                           |  200754 | 146972224H | 14295    | !
 BAN | 14697 | LA MAISON BLANCHE                     |         |            | 14697    | !
 RAN | 14697 | LA MAISON BLANCHE                     |  206802 | 146972227P | 14472    | !
 BAN | 14697 | LA MAISON ROUGE                       |         |            | 14697    | !
 RAN | 14697 | LA MAISON ROUGE                       |  206803 | 146972227R | 14472    | !
 BAN | 14697 | LA MOISSONNIERE                       |         |            | 14697    | !
 RAN | 14697 | LA MOISSONNIERE                       |  201356 | 146972224V | 14314    | !
 BAN | 14697 | LA ROQUE                              |         |            | 14697    | !
 RAN | 14697 | LA ROQUE                              |  206244 | 146972226V | 14447    | !
 BAN | 14697 | LA ROSIERE                            |         |            | 14697    | !
 RAN | 14697 | LA ROSIERE                            |  206804 | 146972227S | 14472    | !
 BAN | 14697 | LA RUETTE                             |         |            | 14697    | !
 RAN | 14697 | LA RUETTE                             |  216009 | 146972229U | 14902    | !
 BAN | 14697 | LA TUILERIE                           |         |            | 14697    | !
 RAN | 14697 | LA TUILERIE                           |  191519 | 146972222G | 14010    | !
 BAN | 14697 | LAUNAY                                |         |            | 14697    | !
 RAN | 14697 | LAUNAY                                | 2226806 | 14697222AM | 14902    | !
 BAN | 14697 | LA VACHERIE                           |         |            | 14697    | !
